h,T,lambda,M,s
29352.85216,-99578811.89,0.0002549,1.866519882,-0.001432876
15197.47545,-19305523.94,0.0002549,1.848731711,-7.23123E-05
9719.12733,-87657490.14,1.37E-05,0.358632416,-0.00147202
7137.248891,-21620478.89,0.0002548,1.838419931,-0.000111649
16789.36128,-26507426.79,0.0002549,1.850732134,-0.000194378
8028.203624,-39018804.48,0.0002547,1.838441538,-0.000406636
12767.80792,-42165518.64,0.0002549,1.845495501,-0.00045977
16041.08091,-105524304.7,0.0002532,1.840824817,-0.001535348
304.975971,-65206348.23,1.00E-07,0.013742244,-0.001105092
22146.18064,-116014717.1,0.0002547,1.856914711,-0.001711651
14670.99211,-46524419.77,0.0002549,1.848070112,-0.000533649
18545.37046,-71831534.02,0.0002548,1.8527558,-0.000962684
4982.448935,-82787836.06,2.10E-06,0.16821613,-0.001401084
16609.22704,-112482188.8,0.0002515,1.83092477,-0.001654978
26862.13774,-117788230.6,0.0002549,1.863206958,-0.001741511
7873.452873,-107841064.8,4.40E-06,0.242121073,-0.001823415
24883.98367,-82552074.4,0.0002549,1.860904136,-0.001144288
9073.545352,-107435587.9,5.70E-06,0.279131153,-0.001815242
25825.57474,-41020447.48,0.000255,1.862270374,-0.000440262
20245.48678,-11430860.5,0.000255,1.855075229,6.12566E-05
14437.72598,-8270243.884,0.0002549,1.847776982,0.000114726
29376.35978,-49099039.12,0.0002549,1.866732422,-0.000577287
20816.0088,-16438917.44,0.000255,1.855792168,-2.36257E-05
7218.928465,-36583489.11,0.0002544,1.835960573,-0.000365659
1549.692659,-32415465.68,6.00E-07,0.066180401,-0.000548815
17955.76325,-50605437.18,0.0002549,1.852197878,-0.000602819
12963.39645,-45237693.29,0.0002549,1.845741284,-0.000511841
4132.512723,-4425427.812,0.0002549,1.834461069,0.000179893
11675.26357,-42942943.89,0.0002548,1.844122569,-0.000473047
1375.87627,-77353190.2,1.00E-07,0.049308977,-0.001310971
27092.23038,-4202348.374,0.000255,1.863862101,0.000183774
2366.557874,-15078874.75,1.72E-04,1.266954904,-8.39741E-05
823.917934,-107807168.2,1.00E-07,0.029034366,-0.00182714
8830.444587,-100603174.7,5.70E-06,0.277910664,-0.001699439
17386.19188,-22071632.23,0.0002549,1.851482133,-0.000119195
11257.31422,-93917703.76,3.99E-05,0.546310358,-0.001551925
8245.336135,-45065780.76,0.0002544,1.836701395,-0.000509427
19896.77602,-46254627.66,0.0002549,1.854637026,-0.000529077
25849.04818,-69185444.82,0.0002549,1.862116872,-0.000917735
15559.66144,-52627029.64,0.0002548,1.849003847,-0.000637184
5267.538324,-16483860.81,2.55E-04,1.835338384,-2.45875E-05
29329.59056,-50155105.8,0.0002549,1.86649065,-0.000595187
7437.349429,-40078788.1,0.0002541,1.834222049,-0.000425201
1566.126099,-54814545.42,4.00E-07,0.060528052,-0.00092866
6824.208624,-7243715.989,0.0002549,1.838209553,0.000132125
8053.371624,-9511435.567,0.0002548,1.839754165,9.35892E-05
6989.078571,-35570239.54,0.0002543,1.834939735,-0.000348585
6667.939024,-49487887.57,0.0001854,1.398813179,-0.000653378
18280.25479,-93533797.44,0.0002548,1.852239646,-0.001330519
16806.11647,-5610019.075,0.0002549,1.850936189,0.000159815
16074.14684,-113623205.2,0.0002406,1.768215369,-0.001685217
20631.55261,-13393811.81,0.000255,1.855560374,2.79862E-05
23403.42375,-110748609.4,0.0002548,1.85886061,-0.001622295
29952.49172,-104739543.1,0.0002549,1.867273411,-0.001520346
472.611648,-118583334.7,1.00E-07,0.018161901,-0.002009787
8867.016778,-47278667.58,0.0002546,1.838946622,-0.000546733
16521.70715,-42353565.36,0.0002549,1.85039579,-0.000462957
1654.6414,-78034942.13,4.00E-07,0.058626284,-0.001322226
19111.74865,-6944028.315,0.000255,1.853833532,0.000137305
17941.21118,-70077434.21,0.0002548,1.851996591,-0.000932953
19597.36637,-26592734.37,0.0002549,1.854443777,-0.000195824
21791.43024,-27519348.66,0.000255,1.857017919,-0.00021143
20087.60574,-10334632.06,0.000255,1.85487683,7.98367E-05
5184.386145,-104388268.8,2.10E-06,0.162430892,-0.001767193
423.0007195,-108018042.4,1.00E-07,0.016818558,-0.001830714
20866.03743,-8510963.19,0.000255,1.856038036,0.000110746
1459.127149,-61064232.69,4.00E-07,0.055086593,-0.001034587
28251.81183,-67543207.25,0.0002549,1.865136274,-0.0008899
8597.507223,-117884937,4.70E-06,0.255840946,-0.00199335
9617.233033,-119527850.7,5.80E-06,0.284023371,-0.002020096
24611.92386,-27282953.41,0.000255,1.860562256,-0.000207423
834.8945753,-108844287.5,1.00E-07,0.029048159,-0.001844718
14402.57887,-89046322.79,0.0002544,1.845170814,-0.00125486
3090.439476,-98008945.13,8.00E-07,0.100324561,-0.001660369
20483.07121,-44213905.86,0.0002549,1.855373786,-0.000494488
7904.058259,-26523681.34,0.0002548,1.839383533,-0.000194754
15599.11792,-42826281.39,0.0002548,1.84923643,-0.000471069
17688.04039,-74777425.37,0.0002548,1.851495447,-0.001012614
23155.76116,-74411284.09,0.0002549,1.858732388,-0.001006308
31662.50287,-48186889.04,0.000255,1.869605275,-0.000561727
19457.55716,-24406944.65,0.0002549,1.854268087,-0.000158777
2377.208576,-14486290.46,1.84E-04,1.348037288,-6.19303E-05
4037.4404,-4970935.265,2.55E-04,1.834341597,0.000170547
10375.19189,-24382071.91,0.0002549,1.842671851,-0.000158355
13902.9375,-4708904.549,0.0002549,1.847104947,0.000175088
28869.76883,-7427493.695,0.000255,1.865912821,0.00012911
7676.237623,-111553479.3,4.10E-06,0.233272245,-0.001886637
8327.655037,-89344267.46,5.50E-06,0.27343584,-0.00150881
13263.61838,-86356490.86,0.000253,1.836053554,-0.001210669
14861.14632,-117275652.7,7.97E-05,0.826986067,-0.001908023
13994.91116,-89497708.7,0.0002538,1.841547524,-0.00126311
20877.09831,-97374159.41,0.0002548,1.855502935,-0.001395609
29827.19617,-26232572.67,0.0002549,1.86729896,-0.00018972
20851.18801,-16965314.55,0.000255,1.855836376,-3.25477E-05
25261.57475,-37320383.56,0.000255,1.861561631,-0.000377549
14379.7237,-113476581.8,8.42E-05,0.847975094,-0.001839132
11859.47564,-89287468.28,0.0001839,1.421624057,-0.001329447
22163.33346,-91107611.84,0.0002549,1.857302266,-0.001289297
26052.33168,-30925255.42,0.000255,1.862372326,-0.000269157
3060.025305,-11820641.07,2.49E-04,1.791389341,4.81502E-05
3487.92147,-20990284.53,2.21E-04,1.606548051,-0.000135068
20218.61944,-75861011.13,0.0002549,1.854858467,-0.00103088
25525.23412,-18133353.22,0.0002549,1.861892955,-5.2445E-05
25948.88331,-48194371.6,0.000255,1.862425328,-0.000561854
13057.03662,-9091564.829,0.0002549,1.846041956,0.000100806
120.8958833,-50292437.61,1.00E-07,0.006922922,-0.000852314
7101.148284,-15249026.63,0.0002548,1.838374566,-3.65808E-06
13859.74061,-83726159.99,0.0002545,1.845586664,-0.001164587
13433.66139,-89852566.9,0.0002515,1.826568237,-0.001271425
2319.769565,-73760730.87,4.00E-07,0.082154108,-0.001249782
20787.93062,-102028829.4,0.0002548,1.855390884,-0.001474502
16484.46679,-50891994.86,0.0002549,1.850165992,-0.000607676
18738.6514,-106265468,0.0002547,1.852632684,-0.00154641
28300.26924,-60634482.45,0.000255,1.865380167,-0.000772703
798.9788204,-42077255.54,1.00E-07,0.033029026,-0.000713074
30601.27377,-38949138.3,0.000255,1.868088695,-0.000405155
8313.147756,-70966870.57,4.18E-05,0.51204961,-0.001161028
219.592453,-78470621.67,1.00E-07,0.010523948,-0.001329911
6185.695984,-40275865.18,0.0002389,1.735842175,-0.000443742
4354.049213,-53603006.66,2.40E-06,0.16706046,-0.000906126
7312.86237,-92373244.9,4.10E-06,0.237207614,-0.001561548
16901.95231,-78088335.46,0.0002548,1.85069062,-0.001068731
4488.258217,-114961132.8,1.40E-06,0.136485112,-0.001947094
25250.22868,-14840061.43,0.0002549,1.861364373,3.37354E-06
5429.614298,-7881869.474,0.0002548,1.836274055,0.000121209
15347.66689,-80344130.53,0.0002548,1.848554447,-0.001106965
25242.50773,-90368812.41,0.0002549,1.861171671,-0.001276775
20885.27298,-74494516.85,0.0002549,1.855879208,-0.001007719
5553.599424,-116238766.1,2.10E-06,0.167469859,-0.001968049
24502.21858,-47729456.48,0.0002549,1.860424396,-0.000554074
9847.198044,-4566686.513,0.0002549,1.842008354,0.000177499
21747.91947,-115448634.3,0.0002548,1.856597242,-0.001701957
14749.38973,-5637404.098,0.0002549,1.84816863,0.000159351
17295.41982,-11452381.42,0.0002549,1.851551066,6.07918E-05
16836.58623,-47901882.86,0.0002549,1.850791478,-0.000556996
12202.8206,-8180000.992,0.0002549,1.844968517,0.000116256
29423.08227,-78580344.27,0.0002549,1.866608136,-0.00107697
22541.35741,-12931797.07,0.0002549,1.858143305,3.5717E-05
26715.81043,-115127339.8,0.0002548,1.863023078,-0.001696511
24921.13416,-82051083.14,0.0002549,1.860950821,-0.001135796
24467.35952,-99226385.14,0.0002548,1.860197591,-0.001427003
29304.73195,-5424644.908,0.0002549,1.866459412,0.000162957
2155.055247,-105127822.9,5.00E-07,0.069686122,-0.001781328
22281.48116,-106319986.2,0.0002548,1.857267735,-0.001547234
27437.30285,-83090460.69,0.0002549,1.864112732,-0.001153413
30863.29335,-91344736.17,0.0002549,1.868417958,-0.001293316
19319.20433,-18144994.27,0.0002549,1.854094228,-5.26423E-05
5515.928151,-26819994.66,0.0002535,1.82833052,-0.000201076
30169.40329,-104570183.7,0.0002549,1.86754599,-0.001517476
1019.449775,-63057989.32,1.00E-07,0.038979078,-0.001068679
12259.65445,-41949677.32,0.0002549,1.844856936,-0.000456111
67.59294237,-65675990.99,1.00E-07,0.00502594,-0.001113052
4998.819014,-45147734.2,3.43E-05,0.400463701,-0.000730916
18577.56464,-58230605.11,0.0002549,1.852796256,-0.000732059
1529.743552,-23077022.66,4.00E-06,0.092690332,-0.000387136
23615.90604,-97860093.07,0.0002549,1.859127623,-0.001403746
30561.27065,-30496458.8,0.0002549,1.868221425,-0.000261989
2409.002673,-61371894.52,7.00E-07,0.089220242,-0.001039502
20949.72693,-45882496.31,0.0002549,1.855960203,-0.000522769
4274.275525,-89172206.85,1.40E-06,0.141523213,-0.001509993
2413.427709,-44684754.29,7.00E-07,0.095813803,-0.000756669
3276.990349,-27944264.4,7.11E-05,0.604540988,-0.000402532
14377.38884,-80654569.15,0.0002547,1.84715216,-0.001112327
25336.80148,-100989152.5,0.0002549,1.861290164,-0.001456781
11986.43729,-80053032.77,0.0002506,1.819259601,-0.001106231
6457.922778,-17676538.35,0.0002548,1.837566265,-4.48023E-05
19200.68506,-41909304.65,0.0002549,1.853762292,-0.000455427
19360.34739,-19018606.75,0.000255,1.85396293,-6.73493E-05
11545.34001,-1341165.355,0.0002549,1.844142302,0.000232168
13491.5834,-6125093.106,0.0002549,1.846771024,0.000151085
21551.35232,-97912514.19,0.0002548,1.856350228,-0.001404734
5338.933775,-24757993.39,0.0002538,1.829755102,-0.000165827
23032.45214,-6874459.299,0.0002549,1.858577433,0.000138384
3741.05601,-69548326.12,1.40E-06,0.13316715,-0.001177385
28286.22587,-88243297.13,0.0002549,1.86517952,-0.001240749
25940.18907,-37888762.18,0.000255,1.862414403,-0.000387182
10429.33555,-29956825.68,0.0002548,1.84255689,-0.000252943
9418.885714,-72406003.54,0.0001584,1.250380121,-0.00106882
22393.56794,-49512627.31,0.0002549,1.857774587,-0.000584297
18974.34757,-90953509.83,0.0002548,1.853111868,-0.001286785
5179.080703,-38192228.72,0.0001751,1.320448225,-0.000472226
2248.515207,-59050547.25,7.00E-07,0.084443568,-0.001000157
3264.769839,-80692615.15,1.10E-06,0.112255631,-0.001366571
15134.21506,-34898276.24,0.0002549,1.848652216,-0.000336596
3607.76793,-2004585.53,0.0002548,1.833618655,0.000220824
12591.09531,-54520618.47,0.0002549,1.845090437,-0.000669178
13848.18996,-57750762.28,0.0002548,1.846670149,-0.000724026
22772.20362,-62743827.67,0.0002549,1.858250395,-0.000808555
30024.41767,-44335840.07,0.000255,1.867546796,-0.000496455
23860.73583,-91415688.14,0.0002549,1.859435285,-0.001294518
1470.149775,-12198189.13,7.68E-05,0.596597445,-0.000129949
28764.78113,-102455827.6,0.0002548,1.86578089,-0.001481739
16874.67115,-107999717.8,0.0002541,1.847362337,-0.001576404
17438.64519,-116313771.9,0.0002526,1.839836048,-0.00171882
3454.056007,-96959330.47,1.10E-06,0.111944495,-0.001642278
4222.326415,-27855536.14,0.0002121,1.554949932,-0.000260028
7265.197082,-21632026.51,0.0002548,1.838580716,-0.000111845
21682.88093,-18578122.56,0.000255,1.856881512,-5.98834E-05
22979.06817,-10527567.47,0.0002549,1.858693349,7.64667E-05
9782.202661,-7010981.333,0.0002549,1.841926678,0.00013607
9652.25091,-12674209.72,0.0002549,1.841763376,4.00829E-05
23185.51163,-74358114.26,0.0002549,1.858769773,-0.001005407
9082.27644,-60294195.75,0.0002474,1.794748125,-0.000774536
752.3569485,-76235347.93,1.00E-07,0.02839544,-0.001292025
13129.69264,-74667884.14,0.0002547,1.845035258,-0.001010857
30407.59191,-95377126.76,0.0002549,1.867845307,-0.001361661
23553.56313,-100333421.8,0.0002548,1.85904928,-0.001445766
18128.03044,-58757347.17,0.0002549,1.852414355,-0.000740987
867.8906928,-49330312.18,1.00E-07,0.035128624,-0.000836007
4455.981388,-55211283.97,2.30E-06,0.168835551,-0.000933484
21626.00419,-4339304.465,0.0002549,1.856810038,0.000181352
24598.64252,-90472569.18,0.0002549,1.860545566,-0.001278533
22915.9967,-7256184.901,0.0002549,1.858431091,0.000131914
31429.22743,-61856874.14,0.0002549,1.869129132,-0.000793522
23383.19056,-14182485.94,0.0002549,1.859201184,1.45189E-05
16593.38854,-91319350.39,0.0002547,1.849936867,-0.001293086
20642.98599,-72105518.42,0.0002549,1.855391741,-0.000967227
24793.58215,-79053678.23,0.0002549,1.860790534,-0.001084993
19754.28483,-31904722.16,0.0002549,1.854457966,-0.000285858
25554.89297,-112837718.7,0.0002549,1.861564226,-0.001657604
20200.58143,-40540205.32,0.0002549,1.855018799,-0.000432222
30704.67324,-49433293.95,0.000255,1.86840163,-0.000582852
21300.38097,-25262051.42,0.000255,1.856400848,-0.00017317
19803.51749,-28496791.56,0.0002549,1.854702834,-0.000228096
18469.65028,-4389858.346,0.000255,1.852843647,0.000180596
18501.36457,-98361957.64,0.0002548,1.8523345,-0.001412352
21256.59255,-99392607.5,0.0002548,1.856162822,-0.00142982
17428.66516,-14866399.58,0.0002549,1.851718507,2.92713E-06
13549.92894,-19582898.57,0.0002549,1.846661343,-7.70135E-05
31051.21623,-70006561.37,0.0002549,1.868837109,-0.000931652
19192.4294,-61897179.35,0.0002549,1.853751918,-0.000794205
245.2246907,-4494483.905,3.48E-05,0.261083158,-4.13777E-05
13588.32753,-44631268.97,0.0002548,1.846526596,-0.000501662
2450.308303,-54332087.1,7.00E-07,0.093481148,-0.000920183
24201.88113,-105078450.2,0.0002548,1.859863981,-0.001526191
19429.52704,-35009156.53,0.0002549,1.854049864,-0.000338476
7085.849632,-52902627.43,0.0001834,1.389639341,-0.000713255
20445.91282,-99168995.23,0.0002548,1.854961092,-0.00142603
11624.93828,-37256139.26,0.0002549,1.844059328,-0.00037656
17442.098,-62734468.07,0.0002549,1.851552387,-0.000808396
3633.019052,-54189668.63,1.50E-06,0.137423386,-0.000916969
2017.485062,-38329871.23,5.00E-07,0.082506246,-0.000649159
23956.09479,-27900912.87,0.000255,1.859738117,-0.000217897
29387.55097,-11090584.22,0.000255,1.866746486,6.7024E-05
5062.78498,-66028894.32,2.50E-06,0.181676083,-0.001116634
24570.77466,-54919218.94,0.0002549,1.860510546,-0.000675934
21870.30869,-116913270.5,0.0002548,1.85656804,-0.001726781
30117.7198,-74466424.79,0.000255,1.867481043,-0.001007143
16988.41561,-36708791.9,0.0002549,1.850982273,-0.000367283
25496.81183,-72266698.75,0.0002549,1.861674239,-0.000969959
8526.878334,-45658991.35,0.0002546,1.838336191,-0.000519281
11041.24159,-116435769,7.80E-06,0.329000833,-0.001965688
3201.029082,-69398791.78,1.10E-06,0.114554532,-0.001175151
18036.6085,-9153131.323,0.000255,1.852299471,9.98622E-05
12473.41267,-42049252.51,0.0002549,1.845125553,-0.000457799
1780.819738,-3720039.594,0.0002401,1.730855844,0.000177048
30344.41362,-47488747.75,0.000255,1.867948915,-0.000549894
3168.075009,-43323075.08,1.90E-06,0.12842112,-0.000732389
6817.606722,-93234274.99,3.70E-06,0.220847257,-0.001576542
10526.32485,-77025319.65,0.0002145,1.59837377,-0.001091014
9421.29541,-91548489.71,7.70E-06,0.311227149,-0.001543969
2536.93964,-50090394.57,7.00E-07,0.097982012,-0.00084829
27668.3957,-10725004.91,0.0002549,1.864586131,7.31203E-05
15731.63741,-391501.0423,0.0002549,1.849585959,0.000248264
12309.29319,-66247864.38,0.0002548,1.844370314,-0.000868045
2340.007903,-86164191.96,5.00E-07,0.079800541,-0.00145991
21807.96397,-24693619.31,0.000255,1.857038696,-0.000163536
6707.212604,-95367915.15,3.40E-06,0.215584532,-0.001613005
14629.03599,-25708238.49,0.0002549,1.848017389,-0.000180833
1633.741955,-3778953.36,0.0002328,1.679980021,0.00016875
2599.564407,-52405809.64,7.00E-07,0.099158709,-0.000887534
15541.07517,-76468505.93,0.0002548,1.848797491,-0.001041276
7718.478831,-64817884.32,5.86E-05,0.609756327,-0.001040008
24789.67098,-29131874.28,0.000255,1.860968619,-0.000238761
2005.119317,-97656981.4,4.00E-07,0.066386707,-0.001654803
13560.86058,-113828520.5,2.54E-05,0.48826608,-0.001903897
28090.58873,-101440306.9,0.0002549,1.864933675,-0.001464427
12552.05955,-19868878.67,0.0002549,1.845407383,-8.18607E-05
4005.55384,-47396777.73,2.90E-06,0.163511527,-0.000800435
3171.67245,-14822839.5,0.0002428,1.753648641,-8.43457E-06
18968.22287,-93102107.18,0.0002548,1.853104172,-0.001323202
6652.931586,-23744407.23,0.0002548,1.83762832,-0.000147648
23572.96441,-95412212.25,0.0002548,1.859073661,-0.001362356
15376.13741,-109774262.9,0.0002353,1.737143224,-0.001625281
7830.46937,-66471364.39,4.91E-05,0.551154058,-0.001077533
15750.38735,-36952429.83,0.0002549,1.84942652,-0.000371412
27385.43177,-60198767.61,0.000255,1.864047549,-0.000765318
18219.96897,-87468194.01,0.0002548,1.852163888,-0.001227712
15609.10804,-53221956.9,0.0002548,1.849065984,-0.000647267
4585.033783,-92209245.84,1.70E-06,0.149965723,-0.001561169
26548.88729,-42654688.55,0.000255,1.863179316,-0.000467961
13311.25535,-87986673.28,0.0002521,1.831355417,-0.0012392
22529.41597,-1957097.943,0.0002549,1.858128299,0.000221729
26704.0919,-72469224.39,0.0002549,1.863191352,-0.000973392
16303.73025,-508997.2543,0.0002549,1.850304872,0.000246273
27242.86352,-112986409.4,0.0002549,1.863685392,-0.001660124
3913.148268,-102634949.7,1.10E-06,0.124599407,-0.001738475
26724.28103,-55787391.86,0.000255,1.863216722,-0.000690549
27958.455,-108563990.1,0.0002548,1.864584631,-0.001585268
14845.32977,-77351586.78,0.0002547,1.847740192,-0.001056344
24526.74533,-74816223.61,0.0002549,1.860455217,-0.001013172
26239.31475,-47694476.43,0.000255,1.862607295,-0.000553381
12447.87458,-61425631.89,0.0002548,1.844910461,-0.000786312
19439.55418,-51601657.06,0.0002549,1.854062464,-0.000619704
31719.65629,-14730064.82,0.0002549,1.869677096,5.23788E-06
2442.178152,-63445742.14,7.00E-07,0.089810932,-0.001074652
6865.158859,-35280674.44,0.0002542,1.833869013,-0.000343778
24184.98472,-65225352.59,0.0002549,1.860025748,-0.000850614
259.601616,-113660539.6,1.00E-07,0.011672225,-0.00192635
29804.75241,-118738630.9,0.0002549,1.866904756,-0.001757619
9176.944038,-69114093.85,0.0001836,1.403247088,-0.000987825
17318.82833,-118301544.1,0.0002503,1.825960482,-0.001754811
18409.80665,-20583411.38,0.0002549,1.852951445,-9.39714E-05
23942.36552,-71631753.46,0.0002549,1.859720864,-0.000959198
11912.22379,-114011028.1,9.60E-06,0.359924342,-0.00192279
12671.79852,-24144953.05,0.0002549,1.845557852,-0.000154336
